School,Role,Citations,Earliest_Pub,Field_1,Field_2,Major field
University of Wisconsin - Madison,Professor,348,1989,Functions of a complex variable,,Complex Analysis
University of Wisconsin - Madison,Professor,1452,1985,Fourier analysis,,Harmonic analysis
University of Wisconsin - Madison,Professor,68,1988,Fluid mechanics,,Applied Math
University of Wisconsin - Madison,Professor,106,1989,Fluid mechanics,,Applied Math
University of Wisconsin - Madison,Professor,236,1998,Fluid mechanics,,Applied Math
University of Wisconsin - Madison,Professor,299,1987,Dynamical systems and ergodic theory,,Dynamics
University of Wisconsin - Madison,Professor,2454,1982,Combinatorics,,Combinatorics
University of Wisconsin - Madison,Professor,440,1992,Biology and other natural sciences,,Applied Math
University of Wisconsin - Madison,Professor,232,1997,Algebraic geometry,,Algebraic Geometry
University of Wisconsin - Madison,Professor,394,2000,Algebraic geometry,,Algebraic Geometry
University of Wisconsin - Milwaukee,Professor,94,1998,Statistics,,Statistics
University of Wisconsin - Milwaukee,Professor,0,1969,Probability theory and stochastic processes,,Probability
University of Wisconsin - Milwaukee,Professor,30,1981,Probability theory and stochastic processes,,Probability
University of Wisconsin - Milwaukee,Professor,582,2001,Probability theory and stochastic processes,,Probability
University of Wisconsin - Milwaukee,Professor,438,1980,Ordinary differential equations,,Analysis
University of Wisconsin - Milwaukee,Professor,110,1986,Numerical analysis,,Computer Science
University of Wisconsin - Milwaukee,Professor,88,1983,Nonassociative rings and algebras,,Algebra
University of Wisconsin - Milwaukee,Professor,95,1988,Manifolds and cell complexes,,Geometry
University of Wisconsin - Milwaukee,Professor,153,1988,Group theory and generalizations,,Group theory
University of Wisconsin - Milwaukee,Professor,252,2001,Group theory and generalizations,,Group theory
University of Wisconsin - Milwaukee,Professor,5,1996,Geophysics,,Applied Math
Vanderbilt University,Professor,3252,1968,Potential theory,,Complex Analysis
Vanderbilt University,Professor,1562,1994,Partial differential equations,,PDE
Vanderbilt University,Professor,559,1975,"Order, lattices, ordered algebraic structures",,Algebra
Vanderbilt University,Professor,1120,1985,Operator theory,,Harmonic analysis
Vanderbilt University,Professor,277,1989,Numerical analysis,,Computer Science
Vanderbilt University,Professor,33,1972,Mechanics of solids,,Applied Math
Vanderbilt University,Professor,291,1977,Manifolds and cell complexes,,Geometry
Vanderbilt University,Professor,867,1977,Manifolds and cell complexes,,Geometry
Vanderbilt University,Professor,429,1979,Manifolds and cell complexes,,Geometry
Vanderbilt University,Professor,1510,1968,Group theory and generalizations,,Group theory
Vanderbilt University,Professor,1495,1978,Group theory and generalizations,,Group theory
Vanderbilt University,Professor,985,1999,Group theory and generalizations,,Group theory
Vanderbilt University,Professor,1919,1966,General algebraic systems,,Algebra
Vanderbilt University,Professor,3293,1975,Functional analysis,,Harmonic analysis
Vanderbilt University,Professor,390,1990,Functional analysis,,Harmonic analysis
Vanderbilt University,Professor,880,1984,Fourier analysis,,Harmonic analysis
Vanderbilt University,Professor,1071,1988,Fourier analysis,,Harmonic analysis
Vanderbilt University,Professor,318,2003,Fourier analysis,,Harmonic analysis
Vanderbilt University,Professor,693,1976,Convex and discrete geometry,,Geometry
Vanderbilt University,Professor,348,1982,Combinatorics,,Combinatorics
Vanderbilt University,Professor,2865,1968,Biology and other natural sciences,,Applied Math
Vanderbilt University,Professor,2710,1966,Approximations and expansions,,Applied Math
Virgina Commonwealth,Professor,360,1988,Combinatorics,,Combinatorics
Virgina Commonwealth,Professor,374,1996,Combinatorics,,Combinatorics
Virginia Polytechnic Institute and State University,Professor,353,1973,Systems theory; control,,Applied Math
Virginia Polytechnic Institute and State University,Professor,421,1983,Systems theory; control,,Applied Math
Virginia Polytechnic Institute and State University,Professor,694,2001,Systems theory; control,,Applied Math
Virginia Polytechnic Institute and State University,Professor,615,1981,Partial differential equations,,PDE
Virginia Polytechnic Institute and State University,Professor,692,1986,Partial differential equations,,PDE
Virginia Polytechnic Institute and State University,Professor,664,1989,Partial differential equations,,PDE
Virginia Polytechnic Institute and State University,Professor,0,1988,"Operations research, mathematical programming",,Applied Math
Virginia Polytechnic Institute and State University,Professor,771,1985,Numerical analysis,,Computer Science
Virginia Polytechnic Institute and State University,Professor,426,1991,Numerical analysis,,Computer Science
Virginia Polytechnic Institute and State University,Professor,1796,1998,Numerical analysis,,Computer Science
Virginia Polytechnic Institute and State University,Professor,54,2000,Mechanics of deformable solids,,Applied Math
Virginia Polytechnic Institute and State University,Professor,781,1997,Linear and multilinear algebra; matrix theory,,Algebra
Virginia Polytechnic Institute and State University,Professor,570,1977,Group theory and generalizations,,Group theory
Virginia Polytechnic Institute and State University,Professor,43,1982,"Global analysis, analysis on manifolds",,PDE
Virginia Polytechnic Institute and State University,Professor,293,1980,Functions of a complex variable,,Complex Analysis
Virginia Polytechnic Institute and State University,Professor,314,1993,Fluid mechanics,,Applied Math
Virginia Polytechnic Institute and State University,Professor,513,1998,Fluid mechanics,,Applied Math
Virginia Polytechnic Institute and State University,Professor,320,2004,Fluid mechanics,,Applied Math
Virginia Polytechnic Institute and State University,Professor,883,1991,Combinatorics,,Combinatorics
Virginia Polytechnic Institute and State University,Professor,549,1999,Combinatorics,,Combinatorics
Virginia Polytechnic Institute and State University,Professor,213,1999,Algebraic geometry,,Algebraic Geometry
Washington State University,Professor,284,1978,Systems theory; control,,Applied Math
Washington State University,Professor,1,1976,Statistics,,Statistics
Washington State University,Professor,81,1985,Statistics,,Statistics
Washington State University,Professor,842,1988,Partial differential equations,,PDE
Washington State University,Professor,156,1993,Partial differential equations,,PDE
Washington State University,Professor,0,1996,Other,,Other
Washington State University,Professor,2,1989,Other,,Other
Washington State University,Professor,120,1982,Numerical analysis,,Computer Science
Washington State University,Professor,471,1987,Linear and multilinear algebra; matrix theory,,Algebra
Washington State University,Professor,531,1987,Linear and multilinear algebra; matrix theory,,Algebra
Washington State University,Professor,73,1967,Geometry,,Geometry
Washington State University,Professor,94,1986,Fourier analysis,,Harmonic analysis
Washington University in St. Louis,Professor,759,1989,Statistics,,Statistics
Washington University in St. Louis,Professor,235,2000,Statistics,,Statistics
Washington University in St. Louis,Professor,41,2003,Statistics,,Statistics
Washington University in St. Louis,Professor,3206,1974,Several complex variables and analytic spaces,,Complex Analysis
Washington University in St. Louis,Professor,820,1989,Operator theory,,Harmonic analysis
Washington University in St. Louis,Professor,194,1992,Manifolds and cell complexes,,Geometry
Washington University in St. Louis,Professor,238,1985,"Information and communication, circuits",,Computer Science
Washington University in St. Louis,Professor,18,1965,Group theory and generalizations,,Group theory
Washington University in St. Louis,Professor,478,2005,Fourier analysis,,Harmonic analysis
Washington University in St. Louis,Professor,163,1989,Dynamical systems and ergodic theory,,Dynamics
Washington University in St. Louis,Professor,316,1986,Differential geometry,,Geometry
Washington University in St. Louis,Professor,271,2002,Differential geometry,,Geometry
Washington University in St. Louis,Professor,376,1996,Combinatorics,,Combinatorics
Washington University in St. Louis,Professor,246,1977,Algebraic geometry,,Algebraic Geometry
Washington University in St. Louis,Professor,278,2003,Algebraic geometry,,Algebraic Geometry
Wayne State University,Professor,31,1973,Several complex variables and analytic spaces,,Complex Analysis
Wayne State University,Professor,3296,1987,Probability theory and stochastic processes,,Probability
Wayne State University,Professor,713,1974,Partial differential equations,,PDE
Wayne State University,Professor,1879,1991,Numerical analysis,,Computer Science
Wayne State University,Professor,231,2004,Numerical analysis,,Computer Science
Wayne State University,Professor,604,1984,Nonassociative rings and algebras,,Algebra
Wayne State University,Professor,110,1975,Group theory and generalizations,,Group theory
Wayne State University,Professor,49,1982,Functions of a complex variable,,Complex Analysis
Wayne State University,Professor,482,1996,Category theory; homological algebra,,Algebra
Wayne State University,Professor,6186,1970,Calculus of variations and optimal control; optimization,,Applied Math
Wayne State University,Professor,330,1998,Algebraic topology,,Algebra
Wayne State University,Professor,208,1973,Algebraic topology,,Algebra
Wayne State University,Professor,339,1989,Algebraic topology,,Algebra
